"CallID","EmployeeID","CallDate","CallType","CurrentCustomer","Territory","CompanyType","EstimatedCompanyRev","FlaggedForCallBack","CallDuration","Score"
"CID.282","REP-31","2015-04-21","MISC","yes","Midwest","Govt","10-25","No",3200,0.180692116497084
"CID.283","REP-16","2015-02-11","Billing","yes","Midwest","Govt","1-5","No",1620,0.336170812835917
"CID.284","REP-27","2014-12-08","Product Information","yes","Midwest","Sales","6-10","No",640,0.456250698771328
"CID.285","REP-16","2014-07-29","Tech Question","yes","Midwest","Academic","25-50","No",710,0.7694227010943
"CID.286","REP-30","2015-04-29","Pricing","no","Midwest","Utility","25-50","No",1310,0.923801473341882
"CID.287","REP-9","2014-08-19","Product Information","no","West","Govt","6-10","No",1540,0.868293730309233
"CID.288","REP-9","2014-11-21","Billing","no","Midwest","Retail","10-25","No",3120,0.387696163030341
"CID.289","REP-22","2015-01-11","Tech Question","yes","West","Sales","25-50","No",3870,0.956807166105136
"CID.290","REP-3","2014-08-06","Pricing","no","West","Retail","6-10","No",1210,0.943727232515812
"CID.291","REP-18","2014-07-18","Pricing","yes","Midwest","None","10-25","No",3230,0.30965091008693
"CID.292","REP-6","2014-05-27","Tech Question","no","East","Retail","10-25","No",3420,0.00391642539761961
"CID.293","REP-28","2015-01-03","Pricing","yes","Midwest","Govt","6-10","Yes",400,0.6527295995038
"CID.294","REP-24","2015-05-07","Product Information","yes","Midwest","Retail","6-10","No",2130,0.119443812640384
"CID.295","REP-9","2014-07-20","Product Information","no","West","Tech","6-10","No",2800,0.90736499405466
"CID.296","REP-28","2014-08-20","Billing","no","Midwest","Govt","10-25","No",3520,0.117463921196759
"CID.297","REP-20","2014-10-01","Product Information","yes","East","None","6-10","No",3750,0.317898874171078
"CID.298","REP-25","2014-06-13","Product Information","no","West","Tech","50+","Yes",3400,0.847864178474993
"CID.299","REP-19","2015-05-03","Product Information","yes","West","Retail","6-10","No",1220,0.872868154197931
"CID.300","REP-35","2015-01-07","MISC","yes","West","Academic","25-50","No",2560,0.165727182058617
"CID.301","REP-18","2015-02-21","Billing","no","Midwest","Govt","25-50","No",3840,0.611588537925854
"CID.302","REP-2","2014-06-14","Billing","no","East","Utility","10-25","No",1080,0.580063790781423
"CID.303","REP-5","2014-09-22","MISC","yes","Midwest","None","25-50","No",3500,0.0239772179629654
"CID.304","REP-9","2014-11-08","Product Information","yes","East","Academic","10-25","No",1120,0.490665392717347
"CID.305","REP-12","2015-05-10","Product Information","yes","Midwest","Academic","25-50","No",1450,0.229236186714843
"CID.306","REP-19","2014-08-07","Tech Question","no","Midwest","Academic","6-10","No",1850,0.17502750386484
"CID.307","REP-10","2014-09-28","Tech Question","no","Midwest","Utility","10-25","No",180,0.633205598220229
"CID.308","REP-3","2015-02-25","Billing","yes","West","None","25-50","Yes",1840,0.986124913441017
"CID.309","REP-5","2015-03-24","Tech Question","yes","East","Utility","10-25","No",2420,0.857074096333236
"CID.310","REP-32","2015-05-14","Pricing","no","East","Tech","10-25","No",1080,0.603228253312409
"CID.311","REP-20","2015-04-09","Pricing","yes","Midwest","Retail","25-50","No",2910,0.648966677021235
"CID.312","REP-29","2014-09-24","MISC","no","Midwest","Retail","6-10","Yes",2730,0.862046175636351
"CID.313","REP-28","2014-09-10","Product Information","yes","Midwest","Tech","<1","No",3530,0.914106888463721
"CID.314","REP-30","2014-12-15","Tech Question","no","East","Sales","10-25","No",3250,0.626752154203132
"CID.315","REP-3","2014-07-16","Product Information","no","Midwest","Tech","25-50","No",1400,0.319871968356892
"CID.316","REP-9","2014-09-04","Product Information","no","Midwest","Sales","1-5","No",2490,0.0294571318663657
"CID.317","REP-8","2015-01-05","MISC","yes","Midwest","Utility","<1","No",3270,0.0962683819234371
"CID.318","REP-4","2014-08-16","Product Information","yes","West","None","<1","No",3750,0.956874867901206
"CID.319","REP-10","2014-11-20","Tech Question","no","East","Sales","25-50","Yes",2550,0.590368767501786
"CID.320","REP-17","2015-04-05","Tech Question","yes","West","Retail","25-50","No",2410,0.0945055074989796
"CID.321","REP-29","2014-12-19","Product Information","no","Midwest","None","50+","Yes",1400,0.324387256754562
"CID.322","REP-4","2015-04-26","Billing","yes","Midwest","None","50+","No",1210,0.547072941437364
"CID.323","REP-11","2014-07-19","Tech Question","yes","West","Tech","<1","No",2340,0.914104151073843
"CID.324","REP-26","2014-07-21","Tech Question","yes","West","None","10-25","No",840,0.516380560584366
"CID.325","REP-13","2014-06-23","MISC","yes","Midwest","Utility","10-25","No",3060,0.204970740014687
"CID.326","REP-25","2015-02-25","Tech Question","yes","Midwest","Tech","50+","No",3820,0.190490138018504
"CID.327","REP-10","2014-06-18","Billing","no","East","None","<1","No",460,0.953986259875819
"CID.328","REP-34","2015-05-14","MISC","yes","West","Academic","6-10","No",1140,0.289397057145834
"CID.329","REP-12","2014-11-27","MISC","no","East","None","10-25","No",920,0.917352246586233
"CID.330","REP-27","2015-02-26","Product Information","yes","Midwest","Utility","10-25","No",630,0.708957413909957
"CID.331","REP-31","2015-02-21","MISC","no","East","Utility","<1","No",3070,0.86217630491592
"CID.332","REP-20","2014-12-18","Tech Question","no","Midwest","Govt","6-10","No",10,0.523498948663473
"CID.333","REP-27","2014-09-04","Tech Question","yes","Midwest","Retail","10-25","No",2380,0.835939327487722
"CID.334","REP-2","2015-04-11","Tech Question","no","Midwest","Retail","6-10","No",840,0.387892333324999
"CID.335","REP-2","2014-10-14","Product Information","yes","East","Retail","10-25","No",100,0.817062673624605
"CID.336","REP-23","2015-03-21","Tech Question","no","West","Retail","10-25","No",2320,0.704307075822726
"CID.337","REP-25","2014-09-05","Tech Question","yes","Midwest","Utility","25-50","No",760,0.136881486512721
"CID.338","REP-17","2015-03-14","Pricing","no","East","Sales","<1","No",1060,0.618785336147994
"CID.339","REP-19","2014-12-11","Tech Question","no","Midwest","Govt","10-25","No",3490,0.30068428022787
"CID.340","REP-14","2014-11-27","Billing","no","Midwest","Tech","6-10","No",2240,0.23304939083755
"CID.341","REP-31","2015-02-14","Billing","yes","Midwest","Sales","10-25","No",300,0.434630553005263
"CID.342","REP-22","2015-04-25","Pricing","no","Midwest","Academic","<1","No",2500,0.740053874440491
"CID.343","REP-20","2014-07-18","Pricing","yes","East","None","10-25","No",910,0.0799349404405802
"CID.344","REP-28","2014-05-30","MISC","no","Midwest","Retail","10-25","No",620,0.00760594732128084
"CID.345","REP-27","2014-07-30","Product Information","no","Midwest","Tech","10-25","No",1310,0.950049817562103
"CID.346","REP-18","2014-08-03","Billing","yes","Midwest","Sales","10-25","No",1950,0.347724919207394
"CID.347","REP-8","2015-01-08","Pricing","yes","East","Tech","10-25","No",560,0.422946808859706
"CID.348","REP-9","2014-09-28","Tech Question","no","Midwest","Utility","<1","No",3320,0.0052657553460449
"CID.349","REP-4","2014-08-31","Billing","yes","Midwest","Tech","10-25","No",2020,0.46716894255951
"CID.350","REP-9","2015-03-27","Pricing","no","East","None","25-50","No",3600,0.2368266035337
"CID.351","REP-34","2015-03-11","Pricing","yes","West","Academic","10-25","No",1280,0.368317513493821
"CID.352","REP-35","2014-07-20","Billing","yes","Midwest","None","10-25","No",3810,0.577881504083052
"CID.353","REP-34","2014-05-29","Pricing","yes","Midwest","Govt","10-25","No",2020,0.209624108392745
"CID.354","REP-14","2015-04-26","Pricing","yes","West","None","6-10","No",2730,0.266745346598327
"CID.355","REP-5","2014-07-07","MISC","yes","Midwest","Govt","6-10","No",60,0.861292843939736
"CID.356","REP-27","2014-09-23","Tech Question","yes","Midwest","None","6-10","No",2630,0.0472506450023502
"CID.357","REP-14","2015-02-10","Product Information","no","West","Govt","<1","No",3950,0.816896522883326
"CID.358","REP-22","2014-11-20","MISC","no","East","None","10-25","No",2770,0.118828252656385
"CID.359","REP-20","2014-06-06","MISC","no","East","Tech","10-25","No",800,0.142003564862534
"CID.360","REP-8","2014-10-03","Tech Question","no","East","Govt","6-10","No",1850,0.802594473352656
"CID.361","REP-13","2014-08-09","Billing","no","West","Sales","10-25","No",850,0.0470988329034299
"CID.362","REP-30","2015-03-01","Tech Question","no","Midwest","None","6-10","No",3280,0.704952321946621
"CID.363","REP-26","2014-09-17","Pricing","no","East","Academic","<1","No",3960,0.536911442875862
"CID.364","REP-4","2014-12-08","MISC","no","Midwest","Tech","6-10","No",1380,0.00381331332027912
"CID.365","REP-17","2014-10-19","MISC","no","Midwest","Utility","10-25","No",3600,0.130049419589341
"CID.366","REP-8","2014-10-12","Pricing","yes","Midwest","Retail","<1","Yes",1460,0.689575216267258
"CID.367","REP-29","2014-05-30","Billing","yes","Midwest","Academic","25-50","No",3990,0.213932163314894
"CID.368","REP-26","2015-02-19","Tech Question","no","East","Retail","1-5","No",3370,0.727801717817783
"CID.369","REP-26","2014-12-01","Product Information","no","Midwest","Tech","6-10","No",1840,0.956943685654551
"CID.370","REP-11","2014-12-23","MISC","no","West","Retail","10-25","No",2830,0.345969019923359
"CID.371","REP-31","2014-08-24","Product Information","no","Midwest","Govt","10-25","No",2230,0.0381436222232878
"CID.372","REP-24","2014-12-27","Pricing","no","Midwest","Tech","<1","No",2270,0.119101187912747
"CID.373","REP-20","2015-01-20","Product Information","yes","Midwest","None","10-25","No",410,0.621739490889013
"CID.374","REP-29","2014-06-16","Pricing","yes","East","Academic","10-25","No",2280,0.194223323836923
"CID.375","REP-2","2015-02-26","Tech Question","no","East","None","<1","No",810,0.562258131336421
"CID.376","REP-2","2014-06-07","Pricing","no","East","Utility","50+","No",2870,0.0683545649517328
"CID.377","REP-15","2014-09-01","Tech Question","yes","Midwest","None","10-25","No",3770,0.0146619915030897
"CID.378","REP-12","2014-11-17","Product Information","yes","Midwest","None","25-50","No",2090,0.264106993796304
"CID.379","REP-6","2015-01-17","MISC","yes","West","Tech","6-10","Yes",3350,0.597056115511805
"CID.380","REP-33","2015-04-09","Pricing","no","Midwest","Tech","10-25","Yes",1350,0.259112364146858
"CID.381","REP-31","2014-11-18","MISC","yes","East","Retail","25-50","No",1440,0.469397804467008
"CID.382","REP-18","2014-11-23","Product Information","yes","West","Tech","<1","No",3230,0.650523621356115
"CID.383","REP-14","2014-08-13","Tech Question","yes","Midwest","Academic","10-25","No",3490,0.393942236434668
"CID.384","REP-8","2014-07-24","Tech Question","no","Midwest","Govt","6-10","No",1960,0.942535346839577
"CID.385","REP-28","2015-02-23","MISC","no","East","Sales","10-25","No",3510,0.0762873459607363
"CID.386","REP-33","2015-02-08","Tech Question","yes","Midwest","Retail","10-25","No",3860,0.577737131621689
"CID.387","REP-22","2014-07-07","MISC","yes","East","Retail","25-50","No",2380,0.575179093983024
"CID.388","REP-7","2014-07-11","Product Information","no","Midwest","Tech","<1","No",510,0.628990997327492
"CID.389","REP-15","2014-05-27","Billing","no","Midwest","None","6-10","No",2500,0.47891668160446
"CID.390","REP-13","2014-10-28","Pricing","yes","East","Sales","6-10","Yes",1110,0.00309028965421021
"CID.391","REP-28","2014-06-12","Tech Question","yes","East","None","1-5","Yes",2500,0.385013513499871
"CID.392","REP-31","2015-01-16","Pricing","yes","East","Sales","50+","No",3220,0.321521586040035
"CID.393","REP-24","2014-11-09","Pricing","no","East","Utility","10-25","No",790,0.585099639371037
"CID.394","REP-10","2014-08-16","Tech Question","no","East","Tech","25-50","No",2550,0.807685524225235
"CID.395","REP-14","2014-11-24","Pricing","no","Midwest","Govt","10-25","No",3940,0.439685128396377
"CID.396","REP-27","2014-11-14","Product Information","yes","Midwest","Academic","10-25","No",2360,0.914494259515777
"CID.397","REP-24","2014-08-24","Tech Question","no","Midwest","Academic","10-25","No",1490,0.524195912759751
"CID.398","REP-19","2015-02-11","Product Information","no","East","Sales","10-25","No",2820,0.95206016744487
"CID.399","REP-2","2014-06-08","MISC","yes","East","Academic","10-25","No",2970,0.0131400583777577
"CID.400","REP-27","2015-02-19","Pricing","yes","Midwest","Tech","6-10","No",2040,0.649645550642163
"CID.401","REP-23","2014-07-14","Tech Question","yes","West","Academic","10-25","No",1810,0.140978442737833
"CID.402","REP-3","2014-08-06","Tech Question","no","Midwest","Utility","<1","No",1630,0.689881841652095
"CID.403","REP-18","2015-03-29","MISC","yes","West","None","10-25","No",1240,0.343432346824557
"CID.404","REP-4","2014-12-27","MISC","yes","West","Utility","25-50","Yes",2950,0.584753361530602
"CID.405","REP-24","2014-11-17","Pricing","no","Midwest","Govt","6-10","No",3800,0.0501061065588146
"CID.406","REP-6","2014-11-19","MISC","no","Midwest","Tech","<1","No",1270,0.352203199639916
"CID.407","REP-22","2014-07-24","Tech Question","yes","Midwest","None","25-50","No",2270,0.641608249628916
"CID.408","REP-21","2014-07-01","MISC","no","West","None","10-25","No",2630,0.635657778941095
"CID.409","REP-1","2015-04-02","Billing","yes","East","Tech","<1","No",1840,0.92337782215327
"CID.410","REP-18","2014-10-21","Pricing","no","Midwest","Utility","6-10","No",3690,0.685036617796868
"CID.411","REP-28","2015-01-18","Billing","yes","Midwest","Retail","25-50","No",800,0.154875816311687
"CID.412","REP-35","2014-12-04","Billing","no","West","Academic","10-25","No",3890,0.443913438124582
"CID.413","REP-26","2015-02-28","Product Information","no","Midwest","Govt","<1","No",920,0.293505164096132
"CID.414","REP-10","2014-06-23","MISC","no","Midwest","None","25-50","No",2440,0.384665279416367
"CID.415","REP-16","2014-09-28","Tech Question","yes","West","Retail","1-5","No",3500,0.370216295588762
"CID.416","REP-22","2014-08-30","Tech Question","no","Midwest","Govt","50+","No",2710,0.959063109941781
"CID.417","REP-2","2014-07-10","Product Information","no","West","Utility","50+","Yes",1960,0.659627480432391
"CID.418","REP-15","2014-07-27","Tech Question","no","East","None","25-50","No",3890,0.15858692349866
"CID.419","REP-2","2014-07-27","Billing","yes","West","Sales","6-10","No",3550,0.735990958288312
"CID.420","REP-34","2014-07-08","Product Information","no","Midwest","Tech","10-25","Yes",1810,0.616320789558813
"CID.421","REP-8","2014-11-15","Pricing","yes","Midwest","Academic","25-50","No",360,0.480157409096137
"CID.422","REP-5","2014-08-04","MISC","no","West","Academic","10-25","No",1320,0.452366064535454
"CID.423","REP-10","2014-11-09","MISC","no","East","None","10-25","No",2050,0.453048175666481
"CID.424","REP-33","2015-01-03","Billing","no","West","None","10-25","No",2450,0.261207571951672
"CID.425","REP-23","2014-06-12","Pricing","no","West","Retail","50+","No",2580,0.467913138447329
"CID.426","REP-10","2015-04-13","Tech Question","yes","Midwest","Retail","10-25","No",2210,0.823796598240733
"CID.427","REP-19","2014-10-02","Pricing","yes","Midwest","Sales","1-5","Yes",1730,0.0372967489529401
"CID.428","REP-27","2014-09-23","Pricing","no","West","Sales","10-25","No",70,0.932577939005569
"CID.429","REP-11","2015-02-08","Product Information","yes","West","Retail","10-25","No",2890,0.662638855865225
"CID.430","REP-18","2014-11-05","Product Information","yes","Midwest","Utility","10-25","No",2440,0.0173722973559052
"CID.431","REP-11","2014-08-09","Billing","yes","Midwest","Retail","10-25","No",780,0.554708582349122
"CID.432","REP-29","2015-03-15","Product Information","no","West","Govt","10-25","No",2020,0.00783938285894692
"CID.433","REP-9","2014-12-31","MISC","yes","East","Tech","10-25","No",2980,0.976982494583353
"CID.434","REP-15","2015-03-04","Product Information","no","West","None","<1","No",3900,0.127568347612396
"CID.435","REP-6","2015-03-29","Product Information","yes","East","Sales","10-25","No",1230,0.133949590614066
"CID.436","REP-19","2015-05-03","MISC","yes","Midwest","None","<1","No",1300,0.627001838758588
"CID.437","REP-3","2014-12-31","Tech Question","no","West","None","<1","Yes",2970,0.621280326507986
"CID.438","REP-3","2014-08-13","Product Information","no","Midwest","Govt","10-25","No",3250,0.760702527826652
"CID.439","REP-20","2014-10-14","Tech Question","yes","West","Utility","25-50","No",100,0.101441562641412
